"","ID","Country","CID","startdate","enddate","status","progress","Duration","finished","recordeddate","responseid","distributionchannel","userlanguage","q_recaptchascore","q1","q108","q109","q_example1","q_example_2","example1payoff","series_1_question","series2_question","series3_question","followuplotteries_1","followuplotteries_2","followuplotteries_3","trust","farm_risks_1","farm_risks_2","farm_risks_3","farm_risks_4","farm_risks_5","risk_attitude_1","risk_attitude_2","risk_attitude_3","risk_attitude_4","gender","birth","birth_4_text","hhsize","hhsize_4_text","children","children_4_text","hh_income","wealth","education","q85","q85_8_text","q80","q80_8_text","q86_4","q100","q101_1","q90","q90_4_text","q99","q99_5_text","q92","q92_4_text","q93","q102","share_subsidies_1","q17","Age","NbChildren","EducSup","Trust","FarmSize","LandOwned","IndivOwner","Difficult","ChoiceRandom","ToomanyLot","Sex","IDfarm","pw","DateEnquete"
"1349",1349,"Sweden","Sweden137","2021-11-27 15:45:16","2021-11-27 16:03:54",0,100,  00:18:38,1,"2021-11-27 16:03:56","R_UtBR4tcnjl7vjt7","email","SV",0.899999976158142,1,1,1,3,6,NA,5,14,4,2,2,2,1,2,2,2,3,3,5,5,5,6,1,4,1958,4,"5",4,"0",6,9,4,NA,103,"8",2,20,2,NA,1,"",1,"",1,"",1,13,35,"",63,0,1,1,1.05,0.2,1,2,2,2,"Males",NA,NA,NA
"1350",1350,"Sweden","Sweden138","2021-11-27 16:58:06","2021-11-27 17:15:17",0,100,  00:17:11,1,"2021-11-27 17:15:19","R_24iO8Vum2qSeK8t","email","SV",1,1,1,1,3,6,NA,6,0,1,1,1,1,1,1,4,2,4,1,6,6,6,5,1,4,1979,4,"4",4,"2",5,1,4,NA,12,"8",13,100,2,NA,12,"",1,"",1,"",1,13,7,"Jag som akademiker har lätt för upplägget, men jag undrar om jag är representativ för mitt skrå.",42,2,1,1,0.25,1,1,1,1,1,"Males",NA,NA,NA
"1351",1351,"Sweden","Sweden139","2021-11-27 18:01:59","2021-11-27 18:43:12",0,100,  00:41:12,1,"2021-11-27 18:43:14","R_1BY57pF0INELkMJ","email","SV",1,1,1,1,3,6,NA,0,0,5,85,84,NA,NA,4,4,4,4,4,5,5,5,5,2,4,1961,4,"1",4,"0",1,1,2,NA,3,"8",4,100,2,NA,4,"häst",4,"",1,"",1,4,41,"",60,0,0,NA,0.07,1,1,5,4,NA,"Females",NA,NA,NA
"1352",1352,"Sweden","Sweden140","2021-11-27 17:57:09","2021-11-27 19:04:37",0,100,  01:07:27,1,"2021-11-27 19:04:39","R_2yaeqOAxz3MW2rh","email","SV",1,1,1,4,3,6,4,10,7,2,1,3,1,NA,3,3,3,2,1,5,4,5,4,2,4,1983,4,"1",4,"0",5,2,4,NA,4,"8",2,86,2,NA,NA,"",5,"Nej, men använder inte kemiska bekämpningsmedel eller konstgödsel på gården.",1,"",1,4,NA,"Förtydliga gärna frågan ifall ""gårdsinkomst"" är inkomsten från jordbruksdelen av fastigheten, eller ifall det även inkluderar jordbruk+skogsbruk eller ifall det är gårdens totala inkomst förvärvsinkomst (från annat arbete)+inkomster på lantbruksfastigheten. Frågan var otydlig.",38,0,1,NA,0.06,0.86,1,1,3,1,"Females",NA,NA,NA
"1353",1353,"Sweden","Sweden141","2021-11-27 19:07:27","2021-11-27 19:36:21",0,100,  00:28:54,1,"2021-11-27 19:36:23","R_WiGZfb3zxIe3HMt","email","SV",1,1,4,1,3,6,NA,0,0,4,85,85,85,1,2,NA,2,2,1,5,4,4,5,1,4,1955,4,"1",4,"0",5,3,3,NA,13,"8",1,0,2,NA,5,"",4,"",1,"",1,4,20,"",66,0,0,1,0.14,0,1,5,5,5,"Males",NA,NA,NA
"1354",1354,"Sweden","Sweden142","2021-11-27 22:15:31","2021-11-27 22:49:22",0,100,  00:33:51,1,"2021-11-27 22:49:24","R_12DqablPkSWMpOx","email","SV",1,1,4,4,3,6,NA,12,14,1,3,3,3,4,2,2,2,3,2,4,6,5,6,1,4,1955,4,"2",4,"0",5,9,4,NA,270,"8",0,0,2,NA,1,"",4,"",1,"",5,6,15,"",66,0,1,0,2.7,0,1,3,3,3,"Males",NA,NA,NA
"1355",1355,"Sweden","Sweden143","2021-11-28 07:57:00","2021-11-28 08:36:08",0,100,  00:39:08,1,"2021-11-28 08:36:10","R_3iChrSwgHOeFvvx","email","SV",0.899999976158142,1,1,1,3,6,NA,0,11,1,NA,1,2,NA,2,1,1,2,3,6,4,6,6,2,4,1961,4,"2",4,"0",5,9,4,NA,0,"8",7,80,2,NA,13,"",5,"Gården är ekologisk men utan certifiering.",1,"",1,4,2,"Spännande undersökning och spännande att se resultatet om jag har förstått lotteridelen rätt eller inte.",60,0,1,NA,0.07,0.8,1,NA,1,2,"Females",NA,NA,NA
"1356",1356,"Sweden","Sweden144","2021-11-28 08:47:32","2021-11-28 09:12:16",0,100,  00:24:43,1,"2021-11-28 09:12:17","R_1oF1MEdI89iv5az","email","SV",1,1,1,1,3,6,NA,5,13,2,3,1,84,1,2,1,2,2,2,4,4,4,4,1,4,1952,4,"2",4,"0",5,3,4,NA,35,"8",7,100,2,NA,5,"",4,"",1,"",5,4,20,"Jag är en försiktig person med eftertanke, tycker jag själv.",69,0,1,1,0.42,1,1,3,1,4,"Males",NA,NA,NA
"1357",1357,"Sweden","Sweden145","2021-11-28 14:33:37","2021-11-28 15:06:28",0,100,  00:32:50,1,"2021-11-28 15:06:28","R_3GwAf1XphoidbdX","email","SV",1,1,1,1,3,6,NA,8,0,1,1,2,3,1,1,2,2,3,2,5,6,4,5,1,4,1965,4,"1",NA,"",5,9,3,NA,320,"8",330,22,2,NA,12,"",4,"",1,"",8,6,14,"",56,NA,0,1,6.5,0.22,1,1,2,3,"Males",NA,NA,NA
"1358",1358,"Sweden","Sweden146","2021-11-28 16:20:14","2021-11-28 16:45:50",0,100,  00:25:36,1,"2021-11-28 16:45:52","R_URAVqHDqrU8Vx1T","email","SV",1,1,1,1,3,6,4,6,0,1,1,1,3,1,2,2,2,3,1,6,6,6,5,1,4,1952,4,"2",4,"0",6,9,4,NA,50,"8",0,90,2,NA,11,"",4,"",1,"",5,4,50,"",69,0,1,1,0.5,0.9,1,1,1,3,"Males",NA,NA,NA
"1359",1359,"Sweden","Sweden147","2021-11-28 16:24:06","2021-11-28 17:14:40",0,100,  00:50:33,1,"2021-11-28 17:14:42","R_1hDNhmubMVyGJiV","email","SV",1,1,1,1,3,6,4,12,14,7,84,3,84,4,2,2,2,2,2,4,4,4,4,1,4,1963,4,"5",4,"2",6,3,3,NA,550,"8",250,75,2,NA,12,"",1,"",1,"",5,5,NA,"",58,2,0,0,8,0.75,1,4,3,4,"Males",NA,NA,NA
"1360",1360,"Sweden","Sweden148","2021-11-28 16:56:50","2021-11-28 17:18:37",0,100,  00:21:46,1,"2021-11-28 17:18:38","R_1kUIK9qLqKEMcxZ","email","SV",0.899999976158142,1,1,1,3,6,4,12,0,0,84,2,3,4,2,3,3,2,2,6,4,1,5,1,4,1976,4,"5",4,"3",6,3,2,NA,165,"8",2,79,2,NA,1,"",4,"",1,"",1,5,30,"",45,3,0,0,1.67,0.79,1,4,2,3,"Males",NA,NA,NA
"1361",1361,"Sweden","Sweden149","2021-11-28 18:49:29","2021-11-28 19:16:58",0,100,  00:27:28,1,"2021-11-28 19:17:00","R_cXR0BMocwwz7HZ7","email","SV",0.899999976158142,1,1,4,3,6,NA,6,0,1,2,1,2,1,2,2,3,3,3,5,5,4,5,1,4,1975,4,"5",4,"3",6,9,4,NA,65,"8",6,50,2,NA,1,"",1,"",1,"",1,13,35,"",46,3,1,1,0.71,0.5,1,2,1,2,"Males",NA,NA,NA
"1362",1362,"Sweden","Sweden150","2021-11-28 19:29:56","2021-11-28 19:45:49",0,100,  00:15:53,1,"2021-11-28 19:45:51","R_3913EVSzUnQlvA5","email","SV",0.899999976158142,1,1,1,3,6,4,8,14,2,3,2,84,4,2,1,2,1,1,5,6,6,7,1,4,1964,4,"1",4,"0",5,2,4,NA,85,"8",0,99,2,NA,1,"",4,"",1,"",8,5,10,"",57,0,1,0,0.85,0.99,1,3,2,4,"Males",NA,NA,NA
"1363",1363,"Sweden","Sweden151","2021-11-28 20:19:00","2021-11-28 20:54:16",0,100,  00:35:16,1,"2021-11-28 20:54:18","R_3EKBRFxYk8rW100","email","SV",0.899999976158142,1,1,1,3,6,NA,2,3,4,84,84,NA,1,2,2,1,3,2,1,1,1,1,1,4,1941,4,"2",4,"0",1,2,4,NA,8,"8",8,100,2,NA,4,"Foderproduktion",4,"",1,"",1,4,40,"Jag hade svårt att förstå och agera i tävlingen, i formulärets början",80,0,1,1,0.16,1,1,4,4,NA,"Males",NA,NA,NA
"1364",1364,"Sweden","Sweden152","2021-11-28 21:10:09","2021-11-28 22:01:08",0,100,  00:50:59,1,"2021-11-28 22:01:09","R_1ODmvE1UkWTJ3IT","email","SV",0.899999976158142,1,1,1,3,6,NA,0,0,1,2,2,NA,1,3,3,3,3,3,4,4,4,1,2,4,1966,4,"2",4,"0",5,1,4,NA,9,"8",0,100,2,NA,13,"",4,"",1,"",1,4,35,"",55,0,1,1,0.09,1,1,2,2,NA,"Females",NA,NA,NA
"1365",1365,"Sweden","Sweden153","2021-11-28 22:14:57","2021-11-28 22:46:09",0,100,  00:31:12,1,"2021-11-28 22:46:09","R_vIkcS8N68YiCNKp","email","SV",0.899999976158142,1,1,1,3,6,NA,0,14,1,2,2,3,1,1,2,2,2,1,6,6,5,6,1,4,1975,4,"5",4,"0",6,9,4,NA,250,"8",2,62,1,85,15,"",1,"",1,"",5,6,1,"",46,0,1,1,2.52,0.62,1,2,2,3,"Males",NA,NA,NA
"1366",1366,"Sweden","Sweden154","2021-11-28 22:36:29","2021-11-28 22:54:12",0,100,  00:17:43,1,"2021-11-28 22:54:14","R_1flwzcipmeMxUol","email","SV",1,1,1,1,3,6,4,12,0,0,3,84,85,4,1,1,1,1,1,1,1,1,1,2,4,1958,4,"3",4,"0",1,1,4,NA,150,"8",0,15,2,NA,12,"",1,"",1,"",5,4,50,"",63,0,1,0,1.5,0.15,1,3,4,5,"Females",NA,NA,NA
"1367",1367,"Sweden","Sweden155","2021-11-28 23:26:56","2021-11-28 23:58:06",0,100,  00:31:10,1,"2021-11-28 23:58:08","R_2zYM3CSqiAFN7tS","email","SV",1,1,4,4,3,6,4,0,5,1,2,1,1,1,2,1,2,3,2,5,5,6,6,1,4,1957,4,"2",4,"0",5,9,2,NA,135,"8",25,6,2,NA,1,"",4,"",1,"",5,6,8,"",64,0,0,1,1.6,0.06,1,2,1,1,"Males",NA,NA,NA
"1368",1368,"Sweden","Sweden156","2021-11-29 06:14:09","2021-11-29 06:27:50",0,100,  00:13:41,1,"2021-11-29 06:27:52","R_3r1Ihq9AFpxY5TT","email","SV",1,1,1,1,3,6,NA,0,0,7,3,2,84,1,3,3,3,3,2,6,6,7,7,1,4,1967,4,"4",4,"1",6,9,3,NA,120,"8",120,10,2,NA,12,"",1,"",1,"",1,5,25,"",54,1,0,1,2.4,0.1,1,3,2,4,"Males",NA,NA,NA
"1369",1369,"Sweden","Sweden157","2021-11-29 06:27:50","2021-11-29 07:20:51",0,100,  00:53:01,1,"2021-11-29 07:20:53","R_2dEdYdRA6pzSAjB","email","SV",1,1,1,4,3,6,NA,2,3,0,1,84,2,1,1,1,2,3,3,6,5,6,7,1,4,1953,4,"2",4,"0",5,2,4,NA,36,"8",0,100,1,20,4,"Julgranar",4,"",1,"",7,4,0,"",68,0,1,1,0.36,1,1,1,4,2,"Males",NA,NA,NA
"1370",1370,"Sweden","Sweden158","2021-11-29 07:12:41","2021-11-29 08:27:33",0,100,  01:14:51,1,"2021-11-29 08:27:35","R_UzQG1FaMer9YihX","email","SV",1,1,1,4,3,6,NA,5,12,2,3,2,2,1,1,3,3,4,2,5,7,4,6,1,4,1981,4,"2",4,"1",5,9,2,NA,70,"8",55,100,1,5,15,"",1,"",1,"",5,4,5,"",40,1,0,1,1.25,1,1,3,2,2,"Males",NA,NA,NA
"1371",1371,"Sweden","Sweden159","2021-11-29 08:04:27","2021-11-29 08:31:04",0,100,  00:26:36,1,"2021-11-29 08:31:06","R_1QKsRCz4Q7JZwbC","email","SV",1,1,1,1,3,6,NA,12,10,1,2,1,NA,1,3,3,2,4,3,5,5,6,5,2,4,1979,4,"1",4,"0",5,9,4,NA,0,"8",7,100,2,NA,4,"",4,"",1,"",1,4,14,"",42,0,1,1,0.07,1,1,2,1,NA,"Females",NA,NA,NA
"1372",1372,"Sweden","Sweden160","2021-11-29 09:42:05","2021-11-29 10:05:16",0,100,  00:23:10,1,"2021-11-29 10:05:21","R_s7GmNv2ywjkViNP","email","SV",1,1,4,1,3,6,NA,0,11,1,3,3,3,1,2,2,3,3,4,5,6,6,5,1,4,1978,4,"2",4,"0",5,2,2,NA,80,"8",50,0,2,NA,12,"",4,"",1,"",1,6,15,"",43,0,0,1,1.3,0,1,3,3,3,"Males",NA,NA,NA
"1373",1373,"Sweden","Sweden161","2021-11-29 09:50:32","2021-11-29 10:07:31",0,100,  00:16:58,1,"2021-11-29 10:07:32","R_279HtU0zYypFYMD","email","SV",1,1,1,1,3,6,NA,9,13,6,1,1,1,4,2,1,2,2,2,6,5,6,5,1,4,1977,4,"4",4,"2",6,9,2,NA,0,"8",20,100,1,81,8,"",4,"",2,"",8,6,15,"",44,2,0,0,0.2,1,0,1,1,1,"Males",NA,NA,NA
"1374",1374,"Sweden","Sweden162","2021-11-29 11:03:31","2021-11-29 11:13:38",0,100,  00:10:07,1,"2021-11-29 11:13:39","R_1KkAYTXWAgMFqOJ","email","SV",0.899999976158142,1,1,1,3,6,NA,12,3,4,3,1,85,1,1,1,3,2,1,7,7,6,6,1,4,1966,4,"2",4,"0",7,3,3,NA,24,"8",12,100,2,NA,4,"Häst",4,"",1,"",1,4,10,"",55,0,0,1,0.36,1,1,3,1,5,"Males",NA,NA,NA
"1375",1375,"Sweden","Sweden163","2021-11-29 11:41:43","2021-11-29 12:38:44",0,100,  00:57:00,1,"2021-11-29 12:38:45","R_2e4ZJKniS5dBSUS","email","SV",0.899999976158142,1,1,1,3,6,NA,9,0,0,2,1,2,4,1,1,3,3,1,6,6,5,5,1,4,1970,4,"3",4,"0",5,9,4,NA,15,"8",0,100,2,NA,1,"",4,"",1,"",1,4,10,"",51,0,1,0,0.15,1,1,2,1,2,"Males",NA,NA,NA
"1376",1376,"Sweden","Sweden164","2021-10-28 13:56:14","2021-11-29 14:10:45",0,100, 769:14:31,1,"2021-11-29 14:10:48","R_TefzN99pHFGR8hr","email","SV",1,1,1,4,3,6,4,3,14,1,85,3,NA,1,1,1,1,2,2,5,5,4,4,2,4,1985,4,"3",4,"1",5,2,3,NA,140,"8",110,60,2,NA,12,"",4,"",1,"",1,6,15,"",36,1,0,1,2.5,0.6,1,5,3,NA,"Females",NA,NA,NA
"1377",1377,"Sweden","Sweden165","2021-11-26 09:45:56","2021-11-29 14:59:32",0,100,  77:13:35,1,"2021-11-29 14:59:34","R_1Fnbgjo2S39HMuK","email","SV",1,1,1,1,3,6,NA,12,0,3,84,2,2,4,2,1,2,3,2,4,5,6,5,1,4,1967,4,"2",4,"0",6,3,1,NA,100,"8",80,25,2,NA,14,"",4,"",1,"",5,4,40,"",54,0,0,0,1.8,0.25,1,4,2,2,"Males",NA,NA,NA
"1378",1378,"Sweden","Sweden166","2021-11-29 14:46:45","2021-11-29 15:18:51",0,100,  00:32:06,1,"2021-11-29 15:18:53","R_29ssCRQv4xAYRUr","email","SV",1,1,1,1,3,6,4,10,14,7,NA,NA,NA,1,2,2,4,1,1,5,5,5,5,1,4,1972,4,"4",4,"1",1,1,2,NA,40,"8",50,97,2,NA,4,"Skog",4,"",1,"",5,4,71,"",49,1,0,1,0.9,0.97,1,NA,NA,NA,"Males",NA,NA,NA
"1379",1379,"Sweden","Sweden167","2021-11-29 15:42:18","2021-11-29 16:08:33",0,100,  00:26:14,1,"2021-11-29 16:08:35","R_21zzN4kFxqCGKEu","email","SV",1,1,1,1,3,6,4,6,12,2,85,84,85,1,3,3,2,4,NA,6,6,4,5,1,4,1937,4,"2",4,"0",5,9,4,NA,10,"8",10,100,2,NA,11,"",1,"",1,"",8,4,NA,"",84,0,1,1,0.2,1,1,5,4,5,"Males",NA,NA,NA
"1380",1380,"Sweden","Sweden168","2021-11-29 08:12:50","2021-11-29 17:22:32",0,100,  09:09:41,1,"2021-11-29 17:22:32","R_sGdRzNGoTAg865z","email","SV",1,1,1,1,3,6,NA,10,11,4,2,84,2,1,3,3,3,2,1,6,6,7,6,1,4,1963,4,"3",4,"0",5,9,2,NA,25,"8",0,100,2,NA,4,"höns",2,"",1,"",5,6,0,"",58,0,0,1,0.25,1,1,2,4,2,"Males",NA,NA,NA
"1381",1381,"Sweden","Sweden169","2021-11-29 18:02:53","2021-11-29 18:27:45",0,100,  00:24:52,1,"2021-11-29 18:27:47","R_2tfecPPwcNeBZfG","email","SV",1,1,1,1,3,6,NA,3,0,0,85,85,85,1,1,1,3,2,1,7,6,7,7,2,4,1949,NA,"",NA,"",1,1,4,NA,16,"8",16,14,2,NA,4,"icelandic horse",4,"",1,"",1,4,41,"Jag förstod inte riktigt tävlingen, men hoppas ni ändå har någon nytta av mina svar!
",72,NA,1,1,0.32,0.14,1,5,5,5,"Females",NA,NA,NA
"1382",1382,"Sweden","Sweden170","2021-11-18 21:28:53","2021-11-29 19:43:13",0,100, 262:14:20,1,"2021-11-29 19:43:15","R_BXHfHGVy1iPGW2J","email","SV",1,1,1,4,3,6,NA,8,9,2,2,3,3,1,3,3,2,4,3,4,4,5,4,1,4,1947,NA,"",NA,"",6,9,4,NA,22,"8",22,100,2,NA,10,"",4,"",1,"",5,4,22,"",74,NA,1,1,0.44,1,1,2,3,3,"Males",NA,NA,NA
"1383",1383,"Sweden","Sweden171","2021-11-30 10:28:23","2021-11-30 11:02:58",0,100,  00:34:35,1,"2021-11-30 11:03:00","R_2wn0tYh5xD1PhCR","email","SV",1,1,1,1,3,6,NA,7,4,3,2,2,2,1,2,2,2,2,2,4,4,4,4,1,4,1978,4,"5",4,"3",5,3,3,NA,170,"8",3,30,1,85,11,"",1,"",1,"",1,6,12,"Ganska märklig undersökning. Jag var/är fortfarande lite misstänksam, undrar på vilket sätt jag har blivit lurad...",43,3,0,1,1.73,0.3,1,2,2,2,"Males",NA,NA,NA
"1384",1384,"Sweden","Sweden172","2021-11-26 10:39:39","2021-11-30 12:23:33",0,100,  97:43:54,1,"2021-11-30 12:23:34","R_3O1WpYIyGglx3rb","email","SV",0.899999976158142,1,4,1,3,6,NA,8,2,1,1,2,1,1,2,1,2,2,2,6,6,7,6,1,4,1980,4,"4",4,"2",5,3,4,NA,14,"8",0,100,1,100,4,"Krukväxter",4,"",2,"",1,4,0,"Intressant övning, ska bli spännande att se resultaten!",41,2,1,1,0.14,1,0,1,2,1,"Males",NA,NA,NA
"1385",1385,"Sweden","Sweden173","2021-11-30 13:07:43","2021-11-30 13:28:59",0,100,  00:21:16,1,"2021-11-30 13:29:01","R_saKL4ny5lX8Hrix","email","SV",1,1,1,1,3,6,NA,5,5,4,84,84,84,1,2,2,3,3,3,4,4,4,5,1,4,1965,4,"3",4,"1",5,1,2,NA,7,"8",0,50,2,NA,14,"",5,"Nej",1,"",1,4,10,"",56,1,0,1,0.07,0.5,1,4,4,4,"Males",NA,NA,NA
"1386",1386,"Sweden","Sweden174","2021-11-30 13:36:09","2021-11-30 13:58:10",0,100,  00:22:00,1,"2021-11-30 13:58:12","R_1MTkjXVUvGb5eGl","email","SV",1,1,1,4,3,6,NA,5,13,1,2,2,3,1,1,2,3,3,2,4,5,4,5,2,4,1979,4,"5",4,"2",5,3,2,NA,180,NA,NA,19,2,NA,14,"",1,"",1,"",1,5,32,"",42,2,0,1,1.8,0.19,1,2,2,3,"Females",NA,NA,NA
"1387",1387,"Sweden","Sweden175","2021-11-30 17:43:42","2021-11-30 18:12:23",0,100,  00:28:41,1,"2021-11-30 18:12:24","R_BR1i7ynyzIz8ts5","email","SV",1,1,1,1,3,6,4,6,0,1,2,1,85,1,1,1,1,1,1,1,1,4,1,2,4,1967,4,"2",4,"0",5,NA,4,NA,7,"8",6,100,2,NA,4,"bete",5,"nej",1,"",1,4,0,"Jag upplever att detta var ett prov av hur duktig man var på matematik eller hur mycket tålamod man har (alternativt hur lättlurad man är eller hur villig man är att oreflekterat lämna ut sin e-postadress) snarare än vad som har med lantbruk att göra. Jag lämnar undersökningen med en känsla av att ni testat något helt annat än det ni säger att ni testade. Jag hoppas ändå att det är en seriös undersökning för jag vill lita på SLU och jag tycker att det är viktigt att medverka till forskning, men jag känner mig lurad.",54,0,1,1,0.13,1,1,2,1,5,"Females",NA,NA,NA
"1388",1388,"Sweden","Sweden176","2021-11-30 19:34:06","2021-11-30 19:48:00",0,100,  00:13:53,1,"2021-11-30 19:48:02","R_3Eulp2rOGPqLEjo","email","SV",0.899999976158142,1,4,1,3,6,NA,6,12,1,85,84,3,1,2,1,2,3,3,6,5,6,5,1,4,1960,4,"3",4,"1",5,9,2,NA,160,"8",25,83,2,NA,5,"",1,"",1,"",5,13,20,"",61,1,0,1,1.85,0.83,1,5,4,3,"Males",NA,NA,NA
"1389",1389,"Sweden","Sweden177","2021-11-30 20:19:18","2021-11-30 20:45:03",0,100,  00:25:44,1,"2021-11-30 20:45:05","R_3EGfkqmWwmjLReV","email","SV",1,1,1,1,3,6,NA,9,10,4,2,3,3,1,2,1,3,2,1,5,5,4,4,1,4,1948,4,"2",4,"0",6,2,4,NA,14,"8",5,100,2,NA,13,"",4,"",1,"",1,4,15,"Inte ett renodlat jordbruksföretag. Stor del skogsbruk",73,0,1,1,0.19,1,1,2,3,3,"Males",NA,NA,NA
"1390",1390,"Sweden","Sweden178","2021-11-30 21:44:28","2021-11-30 22:37:20",0,100,  00:52:51,1,"2021-11-30 22:37:20","R_bDycC763qvB5AHL","email","SV",1,1,1,1,3,6,NA,10,13,1,3,2,1,4,2,3,1,4,3,4,1,6,5,1,4,1957,4,"2",4,"0",5,2,2,NA,22,"8",0,86,2,NA,10,"",4,"",1,"",1,4,40,"",64,0,0,0,0.22,0.86,1,3,2,1,"Males",NA,NA,NA
"1391",1391,"Sweden","Sweden179","2021-11-30 22:31:23","2021-11-30 23:07:03",0,100,  00:35:40,1,"2021-11-30 23:07:05","R_Xk47zAtHkIJUskp","email","SV",1,1,4,4,3,6,4,6,6,1,1,1,2,1,3,4,3,3,2,5,6,5,6,1,4,1956,4,"2",4,"0",6,3,4,NA,25,"8",23,60,2,NA,16,"",4,"",2,"",1,4,90,"",65,0,1,1,0.48,0.6,0,1,1,2,"Males",NA,NA,NA
"1392",1392,"Sweden","Sweden180","2021-12-01 00:00:45","2021-12-01 00:27:28",0,100,  00:26:42,1,"2021-12-01 00:27:30","R_1pM2epgwepaziHW","email","SV",1,1,1,1,3,6,4,3,10,4,2,2,3,1,2,2,2,2,2,4,5,4,5,1,4,1967,4,"4",4,"1",6,3,4,NA,95,"8",12,50,2,NA,1,"",4,"",1,"",5,13,12,"",54,1,1,1,1.07,0.5,1,2,2,3,"Males",NA,NA,NA
"1393",1393,"Sweden","Sweden181","2021-12-01 12:24:10","2021-12-01 12:44:17",0,100,  00:20:07,1,"2021-12-01 12:44:18","R_2TYTQPMnT9Yx0XK","email","SV",1,1,1,1,3,6,NA,12,7,1,2,2,3,1,2,2,2,2,2,4,1,1,1,1,4,1989,4,"1",4,"0",5,1,3,NA,50,"8",0,50,1,97,15,"",1,"",1,"",1,13,50,"",32,0,0,1,0.5,0.5,1,2,2,3,"Males",NA,NA,NA
"1394",1394,"Sweden","Sweden182","2021-12-01 13:16:59","2021-12-01 13:57:52",0,100,  00:40:53,1,"2021-12-01 13:57:54","R_qwv5rYfB7PkfGBH","email","SV",0.800000011920929,1,1,1,3,6,4,0,14,0,2,1,1,1,2,1,2,3,4,6,6,7,7,2,4,1968,4,"2",4,"0",6,3,4,NA,41,"8",8,16,2,NA,16,"",4,"",1,"",1,4,11,"När det gäller de finansiella intäkter från hushållet så hade jag lite svårt att förstå hur jag skulle tänka och vad jag skulle fylla i för siffror. Gården har ett värde i sig och skulle den då vara med?

Rolig undersökning! Jag hoppas att jag kan lita på att den är på riktigt.",53,0,1,1,0.49,0.16,1,2,1,1,"Females",NA,NA,NA
"1395",1395,"Sweden","Sweden183","2021-12-01 14:27:51","2021-12-01 15:11:11",0,100,  00:43:20,1,"2021-12-01 15:11:11","R_cVbsAuuV0X7dNiF","email","SV",0.899999976158142,1,1,4,3,6,4,0,10,1,1,2,1,4,2,1,2,1,1,5,5,7,7,1,4,1977,4,"4",4,"2",6,9,3,NA,700,"8",16,99,1,45,4,"kycklinguppfödning",4,"",1,"",8,6,5,"",44,2,0,0,7.16,0.99,1,1,2,1,"Males",NA,NA,NA
"1396",1396,"Sweden","Sweden184","2021-12-03 09:15:04","2021-12-03 09:37:09",0,100,  00:22:04,1,"2021-12-03 09:37:10","R_1F9w2LqE9lnOGd2","email","SV",1,1,1,1,3,6,NA,12,11,0,1,1,2,1,3,2,1,2,1,5,6,6,5,1,4,1956,4,"3",4,"1",5,9,3,NA,32,"8",190,98,1,63,12,"",4,"",1,"",1,5,29,"om jag vinner så ge  pengarna till barncancerfonden. det här var den märkligaste under sökning jag har deltagit i",65,1,0,1,2.22,0.98,1,1,1,2,"Males",NA,NA,NA
"1397",1397,"Sweden","Sweden185","2021-12-03 11:47:40","2021-12-03 12:05:31",0,100,  00:17:51,1,"2021-12-03 12:05:33","R_1q9TXWPAx9HMXXZ","email","SV",1,1,1,1,3,6,NA,0,0,0,3,2,3,1,1,1,2,2,1,6,7,6,5,1,4,1973,4,"4",4,"2",NA,9,2,NA,300,"8",30,75,2,NA,14,"",4,"",1,"",5,6,8,"",48,2,0,1,3.3,0.75,1,3,2,3,"Males",NA,NA,NA
"1398",1398,"Sweden","Sweden186","2021-12-03 14:12:22","2021-12-03 14:33:13",0,100,  00:20:50,1,"2021-12-03 14:33:15","R_Q6xbwZpzGQvLmh3","email","SV",0.899999976158142,1,4,4,3,6,NA,4,13,0,3,2,2,1,2,1,3,2,1,6,4,4,5,1,4,1993,4,"5",4,"3",6,2,3,NA,120,"8",60,45,2,NA,14,"",4,"",1,"",5,13,20,"",28,3,0,1,1.8,0.45,1,3,2,2,"Males",NA,NA,NA
"1399",1399,"Sweden","Sweden187","2021-12-04 09:44:59","2021-12-04 10:02:51",0,100,  00:17:52,1,"2021-12-04 10:02:53","R_3LXVvYp2ujdPrWJ","email","SV",1,1,1,1,3,6,4,9,13,6,2,1,2,1,4,4,1,3,2,6,6,7,7,1,4,1975,4,"2",4,"0",6,3,3,NA,0,"8",11,100,2,NA,4,"Hästar",4,"",1,"",1,4,0,"Tydligare avsändare där för att kunna verifiera/säkerställa att det är SLU som står bakom.",46,0,0,1,0.11,1,1,2,1,2,"Males",NA,NA,NA
"1400",1400,"Sweden","Sweden188","2021-12-06 11:43:20","2021-12-06 12:17:41",0,100,  00:34:21,1,"2021-12-06 12:17:43","R_2RQi5K84KgyXa7p","email","SV",1,1,1,4,3,6,4,6,11,4,3,2,84,1,2,2,3,3,2,5,5,5,5,1,4,1952,4,"2",NA,"",NA,2,4,NA,25,"8",1,100,2,NA,5,"",4,"",1,"",5,4,71,"",69,NA,1,1,0.26,1,1,3,2,4,"Males",NA,NA,NA
